user_id,track_name,artist,genre,mood,rating
User001,Yo No Soy Celoso,Bad Bunny,latino,Happy,4
User001,House of Memories,Panic! At The Disco,rock,Happy,5
User001,Stressed Out,Twenty One Pilots,rock,Happy,5
User001,Bad Memories (feat. Elley Duhé & FAST BOY),MEDUZA;James Carter;Elley Duhé;FAST BOY,edm,Happy,5
User001,Otro Atardecer,Bad Bunny;The Marías,latino,Happy,5
User001,Levitating (feat. DaBaby),Dua Lipa;DaBaby,dance,Happy,4
User001,Leave Before You Love Me (with Jonas Brothers),Marshmello;Jonas Brothers,dance,Happy,5
User001,Aguacero,Bad Bunny,latino,Happy,5
User001,Enséñame a Bailar,Bad Bunny,latino,Happy,5
User001,Push All the Buttons,Koo Koo Kanga Roo,kids,Happy,4
User001,Sou Vaqueiro Nordestino,Brasas do Forró,forro,Happy,5
User001,Not Allowed,TV Girl,indie-pop,Happy,4
User001,Big Me,Foo Fighters,grunge,Happy,5
User001,Get Low (With Zedd),Zedd;Liam Payne,techno,Happy,5
User001,Niepokonani,Sumptuastic,disco,Happy,5
User001,Ikeja Roads,Tony Allen,afrobeat,Happy,5
User001,Charged,Kanine,drum-and-bass,Happy,5
User001,Tek Him,Mad Cobra,dancehall,Happy,5
User001,Mata Ne,Saleem,malay,Happy,4
User001,I Want You Back (Glee Cast Version),Glee Cast,club,Happy,5
User001,Ghetto Love,Wizkid,dancehall,Happy,4
User001,Kazak Abdal,Cem Karaca,psych-rock,Happy,4
User001,Goodnight And Thank You,Andrew Lloyd Webber;Original Evita Cast,show-tunes,Happy,5
User001,Sound Sweet,Dub Pistols;Natty Campbell,breakbeat,Happy,4
User002,I'm Good (Blue),David Guetta;Bebe Rexha,dance,Angry,4
User002,Tití Me Preguntó,Bad Bunny,latin,Angry,4
User002,Me Porto Bonito,Bad Bunny;Chencho Corleone,latin,Angry,4
User002,Ojitos Lindos,Bad Bunny;Bomba Estéreo,latin,Angry,5
User002,Moscow Mule,Bad Bunny,latin,Angry,5
User002,Another Love,Tom Odell,chill,Angry,5
User002,Sweater Weather,The Neighbourhood,alt-rock,Angry,5
User002,Caile,Luar La L,latin,Angry,5
User002,Jimmy Cooks (feat. 21 Savage),Drake;21 Savage,hip-hop,Angry,4
User002,Tarot,Bad Bunny;Jhayco,latin,Angry,5
User002,Starboy,The Weeknd;Daft Punk,pop,Angry,5
User002,Until I Found You,Stephen Sanchez,pop,Angry,4
User002,Running Up That Hill (A Deal With God),Kate Bush,piano,Angry,5
User002,Party,Bad Bunny;Rauw Alejandro,latino,Angry,5
User002,"Sex, Drugs, Etc.",Beach Weather,rock,Angry,5
User002,Dandelions,Ruth B.,pop,Angry,5
User002,I Was Never There,The Weeknd;Gesaffelstein,pop,Angry,5
User002,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,hip-hop,Angry,4
User002,Gangsta's Paradise,Coolio;L.V.,funk,Angry,5
User002,STAY (with Justin Bieber),The Kid LAROI;Justin Bieber,hip-hop,Angry,5
User002,I Love You So,The Walters,indie,Angry,4
User002,WAIT FOR U (feat. Drake & Tems),Future;Drake;Tems,hip-hop,Angry,5
User002,LA INOCENTE,Mora;Feid,latino,Angry,5
User002,Call Out My Name,The Weeknd,pop,Angry,4
User002,Night Changes,One Direction,pop,Angry,4
User002,No Role Modelz,J. Cole,hip-hop,Angry,5
User002,"Kesariya (From ""Brahmastra"")",Pritam;Arijit Singh;Amitabh Bhattacharya,indian,Angry,5
User002,Do I Wanna Know?,Arctic Monkeys,garage,Angry,5
User002,Don’t Blame Me,Taylor Swift,pop,Angry,5
User002,505,Arctic Monkeys,garage,Angry,5
User002,BABY OTAKU,Pablo Pesadilla;Polimá Westcoast;Nickoog Clk;Fran C,latino,Angry,5
User002,Daddy Issues,The Neighbourhood,alt-rock,Angry,4
User002,deja vu,Olivia Rodrigo,pop,Angry,5
User002,Belly Dancer,Imanbek;BYOR,dance,Angry,5
User002,Yonaguni,Bad Bunny,latino,Angry,4
User002,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy;Bad Bunny;Julieta Venegas,latino,Angry,4
User002,Un Ratito,Bad Bunny,latino,Angry,4
User002,Dos Mil 16,Bad Bunny,latino,Angry,5
User002,august,Taylor Swift,pop,Angry,5
User002,abcdefu,GAYLE,alternative,Angry,5
User002,Pepas,Farruko,latin,Angry,4
User002,Softcore,The Neighbourhood,alt-rock,Angry,4
User002,Till I Collapse,Eminem;Nate Dogg,hip-hop,Angry,5
User002,Freaks,Surf Curse,indie-pop,Angry,5
User002,Andrea,Bad Bunny;Buscabulla,latino,Angry,5
User002,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber;Daniel Caesar;Giveon,pop,Angry,4
User002,Hymn for the Weekend,Coldplay,pop,Angry,5
User002,Los Cachos,Piso 21;Manuel Turizo,latino,Angry,5
User002,PUNTO 40,Rauw Alejandro;Baby Rasta,latino,Angry,5
User002,MEMORIAS,Mora;Jhayco,latino,Angry,5
User002,Running Up That Hill (A Deal With God) - 2018 Remaster,Kate Bush,piano,Angry,5
User002,Say You Won't Let Go,James Arthur,pop,Angry,4
User002,Highway to Hell,AC/DC,hard-rock,Angry,5
User002,In the End,Linkin Park,alternative,Angry,4
User002,Somewhere Only We Know,Keane,piano,Angry,4
User002,Here In Your House - Live,Gateway Worship;John Michael Howell,world-music,Angry,5
User002,Pro Wrestling Fan Vs the Rules,Matt McCarthy,comedy,Happy,5
User002,Hayde,Sajanka,trance,Angry,5
User002,Brooklyn Baby,Lana Del Rey,pop,Angry,5
User002,A Vitória,MC Neguinho do Kaxeta;MC Marks,funk,Angry,5
User002,Got This Feeling [Mix Cut] - Original Mix,16BL,trance,Angry,5
User002,Dying Freedom,Paradise Lost,death-metal,Angry,5
User002,Poor Leno - Istanbul Forever Take,Röyksopp,trip-hop,Angry,5
User002,New Blood,Zayde Wølf,blues,Angry,5
User003,Unholy (feat. Kim Petras),Sam Smith;Kim Petras,dance,Sad,4
User003,Efecto,Bad Bunny,latin,Sad,4
User003,Neverita,Bad Bunny,latin,Sad,5
User003,I Wanna Be Yours,Arctic Monkeys,garage,Sad,5
User003,lovely (with Khalid),Billie Eilish;Khalid,pop,Sad,4
User003,traitor,Olivia Rodrigo,pop,Sad,4
User003,Evergreen (You Didn’t Deserve Me At All),Omar Apollo,soul,Sad,4
User003,Revenge,XXXTENTACION,emo,Sad,4
User003,Heather,Conan Gray,pop,Sad,5
User003,happier,Olivia Rodrigo,pop,Sad,4
User003,Easy On Me,Adele,british,Sad,5
User003,Bored,Billie Eilish,electro,Sad,5
User003,Clean White Noise - Loopable with no fade,White Noise Baby Sleep;White Noise for Babies,sleep,Sad,5
User003,Seven Nation Army,The White Stripes,alt-rock,Sad,4
User003,Apocalypse,Cigarettes After Sex,ambient,Sad,5
User003,Jocelyn Flores,XXXTENTACION,emo,Sad,5
User003,7 rings,Ariana Grande,dance,Sad,5
User003,God's Plan,Drake,hip-hop,Sad,5
User003,Fair Trade (with Travis Scott),Drake;Travis Scott,hip-hop,Sad,5
User003,"Living Life, In The Night",Cheriimoya;Sierra Kidd,sad,Sad,5
User003,The Night We Met,Lord Huron,folk,Sad,5
User003,Streets,Doja Cat,dance,Sad,4
User003,Too Good At Goodbyes,Sam Smith,dance,Sad,5
User003,Mask Off,Future,hip-hop,Sad,5
User003,Mount Everest,Labrinth,indie-pop,Sad,4
User003,No Surprises,Radiohead,alt-rock,Sad,5
User003,Under the Bridge,Red Hot Chili Peppers,alt-rock,Sad,5
User003,What A Time (feat. Niall Horan),Julia Michaels;Niall Horan,dance,Sad,5
User003,HIGHEST IN THE ROOM,Travis Scott,hip-hop,Sad,5
User003,Those Eyes,New West,indie,Sad,5
User003,Bohemian Rhapsody - Remastered 2011,Queen,rock,Sad,4
User003,Hold On,Chord Overstreet,acoustic,Sad,5
User003,See You Again (feat. Charlie Puth),Wiz Khalifa;Charlie Puth,dance,Sad,5
User003,Fingers Crossed,Lauren Spencer Smith,singer-songwriter,Sad,4
User003,Lights Are On,Tom Rosenthal,british,Sad,5
User003,idontwannabeyouanymore,Billie Eilish,electro,Sad,4
User003,Back To Black,Amy Winehouse,british,Sad,5
User003,Ivy,Frank Ocean,soul,Sad,5
User003,Fourth of July,Sufjan Stevens,singer-songwriter,Sad,5
User003,rises the moon,Liana Flores,indie-pop,Sad,5
User003,Meet Me At Our Spot,THE ANXIETY;WILLOW;Tyler Cole,alternative,Sad,4
User003,Calling My Phone,Lil Tjay;6LACK,r-n-b,Sad,5
User003,This Town,Niall Horan,dance,Sad,4
User003,No Guidance (feat. Drake),Chris Brown;Drake,dance,Sad,5
User003,Beautiful Crazy,Luke Combs,country,Sad,5
User003,Dancing With Your Ghost,Sasha Alex Sloan,electro,Sad,5
User003,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN;Taylor Swift,dance,Sad,5
User003,ocean eyes,Billie Eilish,electro,Sad,5
User003,Brown Sleep Noise,Sleep Miracle,sleep,Sad,4
User003,I Can't Handle Change,Roar,indie-pop,Sad,4
User003,we fell in love in october,girl in red,indie-pop,Sad,5
User003,Bubble Gum,Clairo,indie-pop,Sad,4
User003,Get You The Moon (feat. Snøw),Kina;Snøw,sad,Sad,5
User003,WITHOUT YOU,The Kid LAROI,hip-hop,Sad,5
User003,It's You,Ali Gatie,hip-hop,Sad,4
User003,Scarborough Fair,Drowsy Teddy,disney,Sad,5
User003,This World,Zero 7;Mozez,trip-hop,Sad,5
User003,Ascent from the Circle,Andreas Vollenweider;Walter Keiser;Pedro Haldemann;Christoph Stiefel;Matthias Ziegler;Steve Gorn,new-age,Sad,5
User003,He Even Brought Her Flowers,Dallas Wayne;Bill Anderson,honky-tonk,Sad,4
User003,Story,Greatman Takit,afrobeat,Happy,4
User003,captain ginger,meadowzz,study,Sad,5
User003,Darasal,Pritam;Atif Aslam,indian,Sad,5
User003,end credits,Sarah Kang,chill,Sad,4
User003,獲獎人,Ronghao Li,mandopop,Sad,4
User003,2 Skizze fur Computer und Klavierklange II,Kiawasch Sahebnassagh,iranian,Sad,4
User004,cómo dormiste?,Rels B,latino,Chill,4
User004,Love Yourself,Justin Bieber,pop,Chill,4
User004,Butter,BTS,k-pop,Chill,5
User004,For My Hand (feat. Ed Sheeran),Burna Boy;Ed Sheeran,dance,Chill,5
User004,Stuck with U (with Justin Bieber),Ariana Grande;Justin Bieber,dance,Chill,4
User004,Tennessee Whiskey,Chris Stapleton,country,Chill,5
User004,Chaand Baaliyan,Aditya A,indie,Chill,4
User004,Heathens,Twenty One Pilots,rock,Chill,4
User004,Space Cadet (feat. Gunna),Metro Boomin;Gunna,hip-hop,Chill,5
User004,I'm Yours,Jason Mraz,acoustic,Chill,5
User004,Incendeia,MC Kevin o Chris,funk,Chill,5
User004,changes,XXXTENTACION,emo,Chill,4
User004,Life Goes On,Oliver Tree,alternative,Chill,5
User004,dumb dumb,mazie,indie-pop,Chill,5
User004,Show Me How,Men I Trust,indie-pop,Chill,5
User004,comethru,Jeremy Zucker,electro,Chill,5
User004,My Girl,The Temptations,funk,Chill,4
User004,Sweet Caroline,Neil Diamond,folk,Chill,5
User004,Three Little Birds,Bob Marley & The Wailers,reggae,Chill,5
User004,The Happiest Girl,BLACKPINK,k-pop,Chill,5
User004,Beautiful Girl,Luciano,german,Chill,4
User004,Pass The Dutchie,Musical Youth,reggae,Chill,5
User004,Jiggle Jiggle,Duke & Jones;Louis Theroux,dance,Chill,5
User004,Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr.;Bill Withers",jazz,Chill,5
User004,NDA,Billie Eilish,electro,Chill,5
User004,Walls Could Talk,Halsey,dance,Chill,5
User004,everything sucks,vaultboy,pop,Chill,5
User004,Happy Together,The Turtles,folk,Chill,5
User004,La flaca,Jarabe De Palo,spanish,Chill,5
User004,"Adiye - From ""Bachelor""",Dhibu Ninan Thomas;Kapil Kapilan,pop,Chill,5
User004,Billie Bossa Nova,Billie Eilish,electro,Chill,4
User004,Build a Bitch,Bella Poarch,alternative,Chill,4
User004,"Another Brick in the Wall, Pt. 2",Pink Floyd,psych-rock,Chill,4
User004,Losing Interest,itssvd;Shiloh Dynasty,chill,Chill,4
User004,(Sittin' On) the Dock of the Bay,Otis Redding,blues,Chill,5
User004,Suspicious Minds,Elvis Presley,rock-n-roll,Chill,4
User004,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,british,Chill,5
User004,I Didn't Change My Number,Billie Eilish,electro,Chill,5
User004,all the kids are depressed,Jeremy Zucker,electro,Chill,4
User004,"Mrs. Robinson - From ""The Graduate"" Soundtrack",Simon & Garfunkel,folk,Chill,5
User004,Morning Sex,Ralph Castelli,indie-pop,Chill,4
User004,Dumb,Nirvana,alt-rock,Chill,4
User004,Pretty Boy,The Neighbourhood,alt-rock,Chill,4
User004,I'm On Fire,Bruce Springsteen,singer-songwriter,Chill,5
User004,"always, i'll care",Jeremy Zucker,electro,Chill,5
User004,Atak Gaya - Arijit Singh,Arijit Singh;Rupali Moghe,pop-film,Chill,4
User004,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes;Justin Bieber,dance,Chill,4
User004,Jerusalema (feat. Nomcebo Zikode),Master KG;Nomcebo Zikode,house,Chill,4
User004,Crazy Rap (Colt 45 & 2 Zig Zags),Afroman,comedy,Chill,4
User004,Coming for You (feat. A1 x J1),SwitchOTR;A1 x J1,chill,Chill,5
User004,Dancing in My Room,347aidan,sad,Chill,4
User004,2 Mins of Pain (feat. Alborosie),Sleepy Hallow;Alborosie,r-n-b,Chill,5
User004,Super Rich Kids,Frank Ocean;Earl Sweatshirt,soul,Chill,4
User004,Lucky,Jason Mraz;Colbie Caillat,acoustic,Chill,5
User004,Comedy,Gen Hoshino,acoustic,Chill,5
User004,Adios A Jamaica [Album Version],Los Hooligans,rock-n-roll,Chill,5
User004,"Эй, моряк","Группа ""Загадка""",romance,Chill,4
User004,Discordia,OConnor,heavy-metal,Angry,5
User004,四句,my little airport,cantopop,Chill,4
User004,Um Novo Lugar,Mato Seco;Nazireu Rupestre,brazil,Chill,5
User004,Counting 1 to 20,Jack Hartmann,kids,Chill,5
User004,Troubled Mind - Home Demo,Everything But The Girl,trip-hop,Chill,5
User004,Chamuyos,Asspera,heavy-metal,Angry,5
User004,Fool 4 U,Yuna,malay,Chill,4
User004,Nilamanaltharikalil,K. S. Harisankar;Shreya Raghav,malay,Chill,5
User004,Charlemos,Ignacio Corsini,tango,Chill,5
User004,Different Languages,Justnormal,study,Chill,4
User004,Alaturka,Sezen Aksu,turkish,Chill,4
User004,Compadecete Mujer,Alberto Vazquez;Manolo Muñoz,rock-n-roll,Chill,4
User005,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap;Quevedo,hip-hop,Happy,5
User005,La Bachata,Manuel Turizo,latin,Happy,5
User005,I Ain't Worried,OneRepublic,piano,Happy,5
User005,CUFF IT,Beyoncé,dance,Happy,5
User005,Left and Right (Feat. Jung Kook of BTS),Charlie Puth;Jung Kook;BTS,dance,Happy,5
User005,Calm Down (with Selena Gomez),Rema;Selena Gomez,pop,Happy,5
User005,Super Freaky Girl,Nicki Minaj,dance,Happy,4
User005,LOKERA,Rauw Alejandro;Lyanno;Brray,latin,Happy,5
User005,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,dance,Happy,5
User005,Ferrari,James Hype;Miggy Dela Rosa,dance,Happy,5
User005,Te Felicito,Shakira;Rauw Alejandro,latin,Happy,4
User005,La Corriente,Bad Bunny;Tony Dize,latino,Happy,4
User005,About Damn Time,Lizzo,hip-hop,Happy,5
User005,BILLIE EILISH.,Armani White,hip-hop,Happy,5
User005,One Kiss (with Dua Lipa),Calvin Harris;Dua Lipa,dance,Happy,5
User005,Why'd You Only Call Me When You're High?,Arctic Monkeys,garage,Happy,4
User005,After LIKE,IVE,k-pop,Happy,4
User005,Mary On A Cross,Ghost,hard-rock,Happy,4
User005,La Llevo Al Cielo (Ft. Ñengo Flow),Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,latino,Happy,4
User005,Die For You,The Weeknd,pop,Happy,5
User005,Locked out of Heaven,Bruno Mars,dance,Happy,5
User005,Betty (Get Money),Yung Gravy,hip-hop,Happy,4
User005,Everybody Wants To Rule The World,Tears For Fears,synth-pop,Happy,5
User005,The Real Slim Shady,Eminem,hip-hop,Happy,4
User005,Bam Bam (feat. Ed Sheeran),Camila Cabello;Ed Sheeran,dance,Happy,5
User005,THATS WHAT I WANT,Lil Nas X,hip-hop,Happy,5
User005,Un Coco,Bad Bunny,latino,Happy,4
User005,Bad Decisions (with BTS & Snoop Dogg),benny blanco;BTS;Snoop Dogg,dance,Happy,4
User005,Beggin',Måneskin,indie-pop,Happy,5
User005,Talk that Talk,TWICE,k-pop,Happy,5
User005,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons;JID;Arcane;League of Legends,rock,Happy,4
User005,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X;Jack Harlow,hip-hop,Happy,4
User005,The Nights,Avicii,dance,Happy,5
User005,You Proof,Morgan Wallen,country,Happy,5
User005,Shape of You,Ed Sheeran,pop,Happy,4
User005,There's Nothing Holdin' Me Back,Shawn Mendes,dance,Happy,4
User005,Stan,Eminem;Dido,hip-hop,Happy,4
User005,LOVE DIVE,IVE,k-pop,Happy,4
User005,Stressed Out,Twenty One Pilots,rock,Happy,5
User005,Pink Venom,BLACKPINK,k-pop,Happy,5
User005,House of Memories,Panic! At The Disco,rock,Happy,5
User005,Otro Atardecer,Bad Bunny;The Marías,latino,Happy,4
User005,Yet To Come,BTS,k-pop,Happy,5
User005,Pink + White,Frank Ocean,soul,Happy,4
User005,Shinunoga E-Wa,Fujii Kaze,j-pop,Happy,4
User005,MAMIII,Becky G;KAROL G,reggae,Happy,5
User005,Leave Before You Love Me (with Jonas Brothers),Marshmello;Jonas Brothers,dance,Happy,4
User005,positions,Ariana Grande,dance,Happy,5
User005,Levitating (feat. DaBaby),Dua Lipa;DaBaby,dance,Happy,5
User005,Yo No Soy Celoso,Bad Bunny,latino,Happy,5
User005,Back In Black,AC/DC,hard-rock,Happy,5
User005,Everybody Dies In Their Nightmares,XXXTENTACION,emo,Happy,5
User005,Bad Memories (feat. Elley Duhé & FAST BOY),MEDUZA;James Carter;Elley Duhé;FAST BOY,edm,Happy,5
User005,La Santa,Bad Bunny;Daddy Yankee,latino,Happy,5
User005,Bamba (feat. Aitch & BIA),Luciano;Aitch;BIA,german,Happy,5
User005,Motorízame,Hector Tricoche,salsa,Happy,5
User005,Chalo Darbar Paunahari De,Saleem,malay,Happy,5
User005,Poco Hombre,Víctor Manuelle,salsa,Happy,5
User005,Smack That,Akon;Eminem,dance,Happy,4
User005,What is Love,TWICE,k-pop,Happy,4
User005,Sueña dulce nena - Dream Baby -,Los Apson,rock-n-roll,Happy,5
User005,Nearly Forgot My Broken Heart,Chris Cornell,grunge,Happy,4
User005,Meu Coração Me Odeia,Taty Girl;Wesley Safadão,forro,Happy,4
User005,Stille Wasser,Teuterekordz,german,Happy,5
User005,The Rock Show,blink-182,punk-rock,Happy,5
User005,Riot Act,Elvis Costello & The Attractions,power-pop,Happy,5
User005,僕の歌を総て君にやる,Kinniku Shōjo Tai,heavy-metal,Happy,4
User005,向全世界說愛你,Andy Hui,cantopop,Happy,5
User005,Beijadamente Calculado - Ao Vivo,Henrique & Juliano,sertanejo,Happy,5
User005,Inlåst,Sebastian Stakset;Einár,swedish,Happy,5
User006,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap;Quevedo,hip-hop,Happy,4
User006,La Bachata,Manuel Turizo,latin,Happy,5
User006,I Ain't Worried,OneRepublic,piano,Happy,5
User006,CUFF IT,Beyoncé,dance,Happy,5
User006,Calm Down (with Selena Gomez),Rema;Selena Gomez,pop,Happy,5
User006,Left and Right (Feat. Jung Kook of BTS),Charlie Puth;Jung Kook;BTS,dance,Happy,4
User006,Super Freaky Girl,Nicki Minaj,dance,Happy,4
User006,LOKERA,Rauw Alejandro;Lyanno;Brray,latin,Happy,5
User006,Ferrari,James Hype;Miggy Dela Rosa,dance,Happy,4
User006,Te Felicito,Shakira;Rauw Alejandro,latin,Happy,4
User006,La Corriente,Bad Bunny;Tony Dize,latino,Happy,4
User006,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,dance,Happy,5
User006,BILLIE EILISH.,Armani White,hip-hop,Happy,4
User006,One Kiss (with Dua Lipa),Calvin Harris;Dua Lipa,dance,Happy,5
User006,About Damn Time,Lizzo,hip-hop,Happy,4
User006,After LIKE,IVE,k-pop,Happy,5
User006,Die For You,The Weeknd,pop,Happy,4
User006,Why'd You Only Call Me When You're High?,Arctic Monkeys,garage,Happy,5
User006,La Llevo Al Cielo (Ft. Ñengo Flow),Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,latino,Happy,4
User006,Mary On A Cross,Ghost,hard-rock,Happy,5
User006,THATS WHAT I WANT,Lil Nas X,hip-hop,Happy,5
User006,Bad Decisions (with BTS & Snoop Dogg),benny blanco;BTS;Snoop Dogg,dance,Happy,4
User006,Betty (Get Money),Yung Gravy,hip-hop,Happy,5
User006,Un Coco,Bad Bunny,latino,Happy,4
User006,Everybody Wants To Rule The World,Tears For Fears,synth-pop,Happy,5
User006,Bam Bam (feat. Ed Sheeran),Camila Cabello;Ed Sheeran,dance,Happy,5
User006,Locked out of Heaven,Bruno Mars,dance,Happy,5
User006,The Real Slim Shady,Eminem,hip-hop,Happy,5
User006,The Nights,Avicii,dance,Happy,5
User006,Shape of You,Ed Sheeran,pop,Happy,5
User006,You Proof,Morgan Wallen,country,Happy,5
User006,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons;JID;Arcane;League of Legends,rock,Happy,4
User006,There's Nothing Holdin' Me Back,Shawn Mendes,dance,Happy,5
User006,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X;Jack Harlow,hip-hop,Happy,5
User006,Beggin',Måneskin,indie-pop,Happy,5
User006,Talk that Talk,TWICE,k-pop,Happy,4
User006,Yet To Come,BTS,k-pop,Happy,5
User006,Shinunoga E-Wa,Fujii Kaze,j-pop,Happy,5
User006,Pink + White,Frank Ocean,soul,Happy,4
User006,LOVE DIVE,IVE,k-pop,Happy,5
User006,Back In Black,AC/DC,hard-rock,Happy,5
User006,Everybody Dies In Their Nightmares,XXXTENTACION,emo,Happy,5
User006,MAMIII,Becky G;KAROL G,reggae,Happy,5
User006,positions,Ariana Grande,dance,Happy,5
User006,Stan,Eminem;Dido,hip-hop,Happy,4
User006,Pink Venom,BLACKPINK,k-pop,Happy,4
User006,Yo No Soy Celoso,Bad Bunny,latino,Happy,5
User006,House of Memories,Panic! At The Disco,rock,Happy,5
User006,Stressed Out,Twenty One Pilots,rock,Happy,5
User006,Bad Memories (feat. Elley Duhé & FAST BOY),MEDUZA;James Carter;Elley Duhé;FAST BOY,edm,Happy,4
User006,Otro Atardecer,Bad Bunny;The Marías,latino,Happy,4
User006,Levitating (feat. DaBaby),Dua Lipa;DaBaby,dance,Happy,5
User006,Leave Before You Love Me (with Jonas Brothers),Marshmello;Jonas Brothers,dance,Happy,4
User006,Aguacero,Bad Bunny,latino,Happy,5
User006,Enséñame a Bailar,Bad Bunny,latino,Happy,5
User006,Sharp Edges,Linkin Park,grunge,Happy,4
User006,IDGAF (feat. Morrisson),Sidhu Moose Wala;Morrisson,hip-hop,Happy,5
User006,Capitán América,Las Pelotas,alt-rock,Happy,4
User006,Media Blitz,Germs,hardcore,Happy,4
User006,媽媽請保重,詹雅雯,mandopop,Happy,5
User007,I'm Good (Blue),David Guetta;Bebe Rexha,dance,Angry,4
User007,Tití Me Preguntó,Bad Bunny,latin,Angry,5
User007,Me Porto Bonito,Bad Bunny;Chencho Corleone,latin,Angry,5
User007,Ojitos Lindos,Bad Bunny;Bomba Estéreo,latin,Angry,5
User007,Moscow Mule,Bad Bunny,latin,Angry,5
User007,Another Love,Tom Odell,chill,Angry,5
User007,Sweater Weather,The Neighbourhood,alt-rock,Angry,5
User007,Caile,Luar La L,latin,Angry,5
User007,Jimmy Cooks (feat. 21 Savage),Drake;21 Savage,hip-hop,Angry,4
User007,Tarot,Bad Bunny;Jhayco,latin,Angry,5
User007,Starboy,The Weeknd;Daft Punk,pop,Angry,5
User007,Until I Found You,Stephen Sanchez,pop,Angry,5
User007,Running Up That Hill (A Deal With God),Kate Bush,piano,Angry,5
User007,Party,Bad Bunny;Rauw Alejandro,latino,Angry,4
User007,"Sex, Drugs, Etc.",Beach Weather,rock,Angry,4
