user_id,track_name,artist,genre,mood,rating,rated_at
User104,Baby,Justin Bieber;Ludacris,pop,Happy,5,2026-08-24 22:41:31
User104,Believer,Imagine Dragons,rock,Happy,2,2026-08-24 22:41:32
User104,Shape of You,Ed Sheeran,pop,Happy,5,2026-08-24 22:41:37
User104,Perfect,Ed Sheeran,pop,Sad,3,2026-08-24 22:41:46
User104,愛你,Kimberley Chen,mandopop,Angry,4,2026-08-24 22:42:48
User104,"Malayude Mukalil - From ""Vaanku""",Najim Arshad;Ouseppachan,malay,Sad,1,2026-08-24 22:43:31
User105,Mercy,Shawn Mendes,dance,Angry,3,2026-08-24 22:44:51
User105,一路向北,Jay Chou,mandopop,Angry,1,2026-08-24 22:45:08
User105,Streets,Doja Cat,dance,Sad,4,2026-08-24 22:45:31
User105,猜不透,Della,mandopop,Sad,2,2026-08-24 22:45:51
User105,Goosebumps - Remix,Travis Scott;HVME,hip-hop,Happy,5,2026-08-24 22:46:12
User105,Next Dimensional World (Qlimax Anthem 2008),Technoboy,hardstyle,Angry,2,2026-08-24 22:46:26
User105,Without You,高爾宣 OSN,mandopop,Angry,5,2026-08-24 22:47:07
User105,I Feel It Coming,The Weeknd;Daft Punk,pop,Happy,2,2026-08-24 22:47:15
User105,Photograph,Ed Sheeran,pop,Sad,4,2026-08-24 22:47:20
User105,Bad Habits,Ed Sheeran,pop,Happy,4,2026-08-24 22:47:25
User105,Perfect,Ed Sheeran,pop,Sad,5,2026-08-24 22:47:29
User105,Shape of You,Ed Sheeran,pop,Happy,1,2026-08-24 22:47:32
User105,Believer,Imagine Dragons,rock,Happy,2,2026-08-24 22:47:36
User105,Baby,Justin Bieber;Ludacris,pop,Happy,3,2026-08-24 22:47:40
User105,Happier,Marshmello;Bastille,dance,Happy,3,2026-08-24 22:47:44
User106,Eenie Meenie,Sean Kingston;Justin Bieber,dance,Happy,4,2026-08-24 22:49:35
User106,Give It To Me Twice (feat. Sean Kingston & Rich The Kid),Party Favor;Rich The Kid;Sean Kingston,electronic,Happy,5,2026-08-24 22:49:39
User106,Down,Jay Sean;Lil Wayne,dance,Happy,4,2026-08-24 22:49:51
User106,Love The Way You Lie,Eminem;Rihanna,hip-hop,Happy,2,2026-08-24 22:50:12
User106,Danza Kuduro,Don Omar;Lucenzo,hip-hop,Happy,5,2026-08-24 22:50:30
User106,Bandoleros,Don Omar;Tego Calderón,latino,Happy,2,2026-08-24 22:50:36
User106,Heart Attack,Akcent;Olivia Addams,disco,Happy,2,2026-08-24 22:51:11
User106,Perfect,Ed Sheeran,pop,Sad,2,2026-08-24 22:51:18
User106,Shape of You,Ed Sheeran,pop,Happy,3,2026-08-24 22:51:21
User106,Believer,Imagine Dragons,rock,Happy,5,2026-08-24 22:51:24
User106,Baby,Justin Bieber;Ludacris,pop,Happy,1,2026-08-24 22:51:28
User106,Happier,Marshmello;Bastille,dance,Happy,3,2026-08-24 22:51:31
User106,Bad Habits,Ed Sheeran,pop,Happy,5,2026-08-24 22:51:34
User106,Photograph,Ed Sheeran,pop,Sad,3,2026-08-24 22:51:37
User106,I Feel It Coming,The Weeknd;Daft Punk,pop,Happy,1,2026-08-24 22:51:41
User102,Duvet,bôa,indie-pop,Happy,5,2026-08-25 19:34:04
User103,Duvet,bôa,indie-pop,Happy,4,2026-08-25 19:59:06
User101,Duvet,bôa,indie-pop,Happy,3,2026-08-25 20:55:08
User101,Always Online,JJ Lin,mandopop,Happy,2,2026-08-25 20:55:26
User101,Danza Kuduro,Lucenzo;Don Omar,french,Happy,4,2026-08-25 20:56:21
User102,Always Online,JJ Lin,mandopop,Happy,4,2026-08-26 13:12:38
User102,Danza Kuduro,Lucenzo;Don Omar,french,Happy,5,2026-08-25 20:57:27
User103,Danza Kuduro,Lucenzo;Don Omar,french,Happy,3,2026-08-25 20:58:25
User104,Duvet,bôa,indie-pop,Happy,2,2026-08-25 20:59:11
User104,Always Online,JJ Lin,mandopop,Happy,4,2026-08-25 21:00:04
User104,Danza Kuduro,Lucenzo;Don Omar,french,Happy,2,2026-08-25 21:00:22
User105,Duvet,bôa,indie-pop,Happy,4,2026-08-25 21:00:52
User105,Always Online,JJ Lin,mandopop,Happy,3,2026-08-25 21:01:02
User105,Danza Kuduro,Lucenzo;Don Omar,french,Happy,5,2026-08-25 21:01:17
User106,Duvet,bôa,indie-pop,Happy,3,2026-08-25 21:01:47
User106,Always Online,JJ Lin,mandopop,Happy,5,2026-08-25 21:01:58
User106,Danza Kuduro,Lucenzo;Don Omar,french,Happy,5,2026-08-25 21:02:10
User103,Happy & You Know It,Pj Panda,kids,Angry,4,2026-08-26 13:41:24
User103,SAD GIRLZ LUV MONEY,Amaarae;Moliy,alternative,Sad,5,2026-08-26 13:42:19
Admin,A Perfect House,Dear Seattle,garage,Angry,4,2026-08-26 23:17:26
User002,Come Around Me,Justin Bieber,pop,Happy,4,2026-08-26 23:18:39
User002,Perfect,Yung Pinch,emo,Angry,4,2026-08-26 23:18:51
User002,11:11,Vini Vici;Pawan Nair,trance,Angry,4,2026-08-26 23:19:13
User002,LALALA,Korsakoff,happy,Angry,3,2026-08-26 23:19:29
User002,Animal,Def Leppard,hard-rock,Happy,4,2026-08-26 23:19:59
User002,Photograph,Ed Sheeran,pop,Sad,5,2026-08-26 23:21:15
User002,一路向北,Jay Chou,mandopop,Angry,5,2026-08-26 23:25:57
User002,Payphone,Maroon 5;Wiz Khalifa,pop,Happy,4,2026-08-26 23:26:41
User002,Animals,Maroon 5,pop,Angry,4,2026-08-26 23:27:03
User002,BABY,FACE,emo,Happy,2,2026-08-26 23:27:38
User002,Money Rain - Phonk Remix,VTORNIK;Phonk,hip-hop,Happy,4,2026-08-26 23:29:00
User002,太聰明,Cheer Chen,mandopop,Sad,5,2026-08-26 23:29:08
User002,Baby,Justin Bieber;Ludacris,pop,Happy,5,2026-08-26 23:30:35
User002,Danza Kuduro,Don Omar;Lucenzo,hip-hop,Happy,4,2026-08-27 10:49:06
User001,一路向北,Jay Chou,mandopop,Angry,4,2026-08-27 13:28:41
User001,她的睫毛,Jay Chou,mandopop,Angry,4,2026-08-27 13:28:49
User002,On & On,Cartoon;Daniel Levi,edm,Angry,4,2026-08-27 14:46:20
